strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	originating_lab	submitting_lab	authors	url	title	date_submitted
USA/WA-UW-2006/2020	ncov	?	MT326023	2020-03-24	North America	USA	USA		North America	USA	USA	genome	29858	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326023	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2006/2020, complete genome	2020-04-13
USA/WA-UW-2082/2020	ncov	?	MT345800	2020-03-25	North America	USA	Washington		North America	USA	Washington	genome	29689	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT345800	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2082/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-16
USA/WA-UW-2141/2020	ncov	?	MT345822	2020-03-25	North America	USA	Washington		North America	USA	Washington	genome	29738	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT345822	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2141/2020, complete genome	2020-04-16
USA/WA-UW-2164/2020	ncov	?	MT345823	2020-03-25	North America	USA	Washington		North America	USA	Washington	genome	29817	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT345823	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2164/2020, complete genome	2020-04-16
USA/WA-UW-2212/2020	ncov	?	MT345861	2020-03-25	North America	USA	Washington		North America	USA	Washington	genome	29867	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT345861	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2212/2020, complete genome	2020-04-16
USA/WA-UW-2218/2020	ncov	?	MT345856	2020-03-25	North America	USA	Washington		North America	USA	Washington	genome	29872	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT345856	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2218/2020, complete genome	2020-04-16
USA/WA-UW-2234/2020	ncov	?	MT345846	2020-03-24	North America	USA	Washington		North America	USA	Washington	genome	29869	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT345846	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2234/2020, complete genome	2020-04-16
USA/WA-UW-3814/2020	ncov	?	MT358677	2020-03-26	North America	USA	Washington		North America	USA	Washington	genome	29831	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT358677	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3814/2020, complete genome	2020-04-20
USA/WA-UW-3819/2020	ncov	?	MT358680	2020-03-26	North America	USA	Washington		North America	USA	Washington	genome	29815	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT358680	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3819/2020, complete genome	2020-04-20
USA/WA-UW-3855/2020	ncov	?	MT358695	2020-03-26	North America	USA	Washington		North America	USA	Washington	genome	29892	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT358695	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3855/2020, complete genome	2020-04-20
USA/WA-UW-3881/2020	ncov	?	MT358701	2020-03-25	North America	USA	Washington		North America	USA	Washington	genome	29842	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT358701	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3881/2020, complete genome	2020-04-20
USA/WA-UW-3889/2020	ncov	?	MT358708	2020-03-27	North America	USA	Washington		North America	USA	Washington	genome	29720	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT358708	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3889/2020, complete genome	2020-04-20
USA/WA-UW-3900/2020	ncov	?	MT358711	2020-03-27	North America	USA	Washington		North America	USA	Washington	genome	29844	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT358711	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3900/2020, complete genome	2020-04-20
USA/WA-UW-4026/2020	ncov	?	MT461609	2020-03-29	North America	USA	Washington		North America	USA	Washington	genome	29921	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT461609	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4026/2020, complete genome	2020-05-13
USA/WA-UW-4067/2020	ncov	?	MT461617	2020-04-01	North America	USA	Washington		North America	USA	Washington	genome	29909	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT461617	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4067/2020, complete genome	2020-05-13
USA/WA-UW-4213/2020	ncov	?	MT358647	2020-03-31	North America	USA	Washington		North America	USA	Washington	genome	29872	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT358647	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4213/2020, complete genome	2020-04-20
USA/WA-UW-4291/2020	ncov	?	MT358659	2020-03-31	North America	USA	Washington		North America	USA	Washington	genome	29854	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT358659	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4291/2020, complete genome	2020-04-20
USA/WA-UW-4407/2020	ncov	?	MT345883	2020-03-31	North America	USA	Washington		North America	USA	Washington	genome	29833	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT345883	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4407/2020, complete genome	2020-04-16
USA/WA-UW-4414/2020	ncov	?	MT461630	2020-03-31	North America	USA	Washington		North America	USA	Washington	genome	29902	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT461630	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4414/2020, complete genome	2020-05-13
USA/WA-UW-4549/2020	ncov	?	MT375430	2020-03-31	North America	USA	Washington		North America	USA	Washington	genome	29883	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT375430	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4549/2020, complete genome	2020-04-24
USA/WA-UW-4593/2020	ncov	?	MT375437	2020-03-31	North America	USA	Washington		North America	USA	Washington	genome	29853	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT375437	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4593/2020, complete genome	2020-04-24
USA/WA-UW-4897/2020	ncov	?	MT375464	2020-04-08	North America	USA	Washington		North America	USA	Washington	genome	29485	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT375464	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4897/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-24
USA/WA-UW-5025/2020	ncov	?	MT375468	2020-04-07	North America	USA	Washington		North America	USA	Washington	genome	29875	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT375468	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-5025/2020, complete genome	2020-04-24
USA/WA-UW-5166/2020	ncov	?	MT375480	2020-04-02	North America	USA	Washington		North America	USA	Washington	genome	29872	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT375480	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-5166/2020, complete genome	2020-04-24
USA/WA-UW-5169/2020	ncov	?	MT375481	2020-04-02	North America	USA	Washington		North America	USA	Washington	genome	29899	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT375481	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-5169/2020, complete genome	2020-04-24
USA/WA-UW-5756/2020	ncov	?	MT412277	2020-04-07	North America	USA	Washington		North America	USA	Washington	genome	29861	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412277	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-5756/2020, complete genome	2020-04-30
USA/WA-UW-604/2020	ncov	?	MT412234	2020-03-13	North America	USA	Washington		North America	USA	Washington	genome	29840	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412234	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-604/2020, complete genome	2020-04-30
USA/WA-UW-6162/2020	ncov	?	MT412290	2020-04-01	North America	USA	Washington		North America	USA	Washington	genome	29874	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412290	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-6162/2020, complete genome	2020-04-30
USA/WA-UW-6491/2020	ncov	?	MT461646	2020-04-03	North America	USA	Washington		North America	USA	Washington	genome	29919	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT461646	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-6491/2020, complete genome	2020-05-13
USA/WA-UW120/2020	ncov	?	MT252784	2020-03-11	North America	USA	Washington		North America	USA	Washington	genome	29910	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT252784	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW120/2020, complete genome	2020-04-24
USA/WA-UW155/2020	ncov	?	MT252726	2020-03-12	North America	USA	Washington		North America	USA	Washington	genome	29793	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT252726	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW155/2020, complete genome	2020-04-24
USA/WA-UW198/2020	ncov	?	MT246455	2020-03-12	North America	USA	Washington		North America	USA	Washington	genome	29857	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT246455	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW198/2020, complete genome	2020-03-26
USA/WA-UW210/2020	ncov	?	MT246467	2020-03-14	North America	USA	Washington		North America	USA	Washington	genome	29899	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT246467	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW210/2020, complete genome	2020-03-26
USA/WA-UW223/2020	ncov	?	MT246480	2020-03-13	North America	USA	Washington		North America	USA	Washington	genome	29904	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT246480	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW223/2020, complete genome	2020-03-26
USA/WA-UW225/2020	ncov	?	MT246482	2020-03-15	North America	USA	Washington		North America	USA	Washington	genome	29844	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT246482	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW225/2020, complete genome	2020-03-26
USA/WA-UW227/2020	ncov	?	MT246484	2020-03-15	North America	USA	Washington		North America	USA	Washington	genome	29870	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT246484	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW227/2020, complete genome	2020-03-26
USA/WA-UW249/2020	ncov	?	MT259241	2020-03-16	North America	USA	Washington		North America	USA	Washington	genome	29682	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT259241	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW249/2020, complete genome	2020-03-30
USA/WA-UW255/2020	ncov	?	MT259247	2020-03-16	North America	USA	Washington		North America	USA	Washington	genome	29646	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT259247	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW255/2020, complete genome	2020-03-30
USA/WA-UW259/2020	ncov	?	MT259251	2020-03-14	North America	USA	Washington		North America	USA	Washington	genome	29884	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT259251	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW259/2020, complete genome	2020-03-30
USA/WA-UW262/2020	ncov	?	MT259254	2020-03-16	North America	USA	Washington		North America	USA	Washington	genome	29887	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT259254	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW262/2020, complete genome	2020-03-30
USA/WA-UW265/2020	ncov	?	MT259257	2020-03-16	North America	USA	Washington		North America	USA	Washington	genome	29868	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT259257	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW265/2020, complete genome	2020-03-30
USA/WA-UW274/2020	ncov	?	MT259266	2020-03-13	North America	USA	Washington		North America	USA	Washington	genome	29776	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT259266	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW274/2020, complete genome	2020-03-30
USA/WA-UW282/2020	ncov	?	MT259273	2020-03-15	North America	USA	Washington		North America	USA	Washington	genome	29892	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT259273	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW282/2020, complete genome	2020-03-30
USA/WA-UW286/2020	ncov	?	MT259276	2020-03-15	North America	USA	Washington		North America	USA	Washington	genome	29872	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT259276	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW286/2020, partial genome	2020-03-30
USA/WA-UW288/2020	ncov	?	MT259278	2020-03-15	North America	USA	Washington		North America	USA	Washington	genome	29897	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT259278	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW288/2020, complete genome	2020-03-30
USA/WA-UW315/2020	ncov	?	MT263396	2020-03-13	North America	USA	Washington		North America	USA	Washington	genome	29903	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT263396	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW315/2020, complete genome	2020-03-31
USA/WA-UW323/2020	ncov	?	MT263403	2020-03-16	North America	USA	Washington		North America	USA	Washington	genome	29878	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT263403	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW323/2020, complete genome	2020-03-31
USA/WA-UW337/2020	ncov	?	MT263417	2020-03-24	North America	USA	Washington		North America	USA	Washington	genome	29871	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT263417	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW337/2020, complete genome	2020-03-31
USA/WA-UW338/2020	ncov	?	MT263418	2020-03-16	North America	USA	Washington		North America	USA	Washington	genome	29876	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT263418	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW338/2020, complete genome	2020-03-31
USA/WA-UW340/2020	ncov	?	MT263420	2020-03-20	North America	USA	Washington		North America	USA	Washington	genome	29839	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT263420	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW340/2020, complete genome	2020-03-31
USA/WA-UW384/2020	ncov	?	MT263464	2020-03-16	North America	USA	Washington		North America	USA	Washington	genome	29832	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT263464	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW384/2020, complete genome	2020-03-31
USA/WA-UW40/2020	ncov	?	MT252801	2020-03-05	North America	USA	Washington		North America	USA	Washington	genome	29698	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT252801	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW40/2020, complete genome	2020-04-24
USA/WA-UW42/2020	ncov	?	MT252803	2020-03-09	North America	USA	Washington		North America	USA	Washington	genome	29765	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT252803	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW42/2020, complete genome	2020-04-24
USA/WA-UW46/2020	ncov	?	MT252806	2020-03-09	North America	USA	Washington		North America	USA	Washington	genome	29882	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT252806	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW46/2020, complete genome	2020-04-24
USA/WA-UW50/2020	ncov	?	MT252810	2020-03-08	North America	USA	Washington		North America	USA	Washington	genome	29862	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT252810	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW50/2020, complete genome	2020-04-24
USA/WA-UW90/2020	ncov	?	MT252689	2020-03-10	North America	USA	Washington		North America	USA	Washington	genome	29809	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT252689	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW90/2020, complete genome	2020-04-24
USA/WA1/2020	ncov	?	MT246667	2020-01-19	North America	USA	Washington		North America	USA	Washington	genome	29867	Homo sapiens	?	?	?	?	Thornburg et al	https://www.ncbi.nlm.nih.gov/nuccore/MT246667	Severe acute respiratory syndrome coronavirus 2 strain FDAARGOS_983 isolate 2019-nCoV/USA-WA1/2020, complete genome	2020-03-26
USA/WA4-UW2/2020	ncov	?	MT163717	2020-02-28	North America	USA	Washington		North America	USA	Washington	genome	29897	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT163717	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA4-UW2/2020, complete genome	2020-03-10
USA/WA_5030/2020	ncov	?	MT276325	2020-02-27	North America	USA	Washington		North America	USA	Washington	genome	29882	Homo sapiens	?	?	?	?	Tao et al	https://www.ncbi.nlm.nih.gov/nuccore/MT276325	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA_5030/2020, complete genome	2020-04-03
USA/WI-UW-261/2020	ncov	?	MT429183	2020-03-26	North America	USA	Wisconsin		North America	USA	Wisconsin	genome	29782	Homo sapiens	?	?	?	?	Moreno et al	https://www.ncbi.nlm.nih.gov/nuccore/MT429183	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-261/2020, complete genome	2020-05-05
USA/WI-UW-266/2020	ncov	?	MT429188	2020-04-07	North America	USA	Wisconsin		North America	USA	Wisconsin	genome	29782	Homo sapiens	?	?	?	?	Moreno et al	https://www.ncbi.nlm.nih.gov/nuccore/MT429188	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-266/2020, complete genome	2020-05-05
USA/WI-UW-268/2020	ncov	?	MT429190	2020-04-06	North America	USA	Wisconsin		North America	USA	Wisconsin	genome	29782	Homo sapiens	?	?	?	?	Moreno et al	https://www.ncbi.nlm.nih.gov/nuccore/MT429190	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-268/2020, complete genome	2020-05-05
USA/WI-UW-351/2020	ncov	?	MT506890	2020-04-14	North America	USA	Wisconsin	Madison	North America	USA	Wisconsin	genome	29782	Homo sapiens	?	?	?	?	Moreno et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506890	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-351/2020, complete genome	2020-05-22
USA/WI-UW-360/2020	ncov	?	MT506899	2020-04-18	North America	USA	Illinois		North America	USA	Illinois	genome	29782	Homo sapiens	?	?	?	?	Moreno et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506899	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-360/2020, complete genome	2020-05-22
Uruguay/Mdeo-1/2020	ncov	?	MT466071	2020-03-13	South America	Uruguay	Uruguay		South America	Uruguay	Uruguay	genome	29903	Homo sapiens	?	?	?	?	Panzera et al	https://www.ncbi.nlm.nih.gov/nuccore/MT466071	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/URY/Mdeo-1/2020, complete genome	2020-05-14
Vietnam/nCoV-19-02S/2020	ncov	?	MT192773	2020-01-22	Asia	Vietnam	Ho Chi Minh City		Asia	Vietnam	Ho Chi Minh City	genome	29890	Homo sapiens	?	?	?	?	Nguyen et al	https://www.ncbi.nlm.nih.gov/nuccore/MT192773	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VNM/nCoV-19-02S/2020, complete genome	2020-03-16
Wuhan/IPBCAMS-WH-03/2019	ncov	?	MT019531	2019-12-30	Asia	China	Wuhan	Hubei	Asia	China	Wuhan	genome	29899	Homo sapiens	?	?	?	?	Ren et al	https://www.ncbi.nlm.nih.gov/nuccore/MT019531	Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-03/2019, complete genome	2020-02-05
Wuhan/IPBCAMS-WH-05/2020	ncov	?	MT019533	2020-01-01	Asia	China	Wuhan	Hubei	Asia	China	Wuhan	genome	29883	Homo sapiens	?	?	?	?	Ren et al	https://www.ncbi.nlm.nih.gov/nuccore/MT019533	Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-05/2020, complete genome	2020-02-05
Wuhan/WH01/2019	ncov	EPI_ISL_406798	LR757998	2019-12-26	Asia	China	Hubei	Wuhan	Asia	China	Hubei	genome	29866	Human	44	Male	General Hospital of Central Theater Command of People's Liberation Army of China	BGI & Institute of Microbiology, Chinese Academy of Sciences & Shandong First Medical University & Shandong Academy of Medical Sciences & General Hospital of Central Theater Command of People's Liberation Army of China	Weijun Chen et al	https://www.gisaid.org	?	2020-01-30
Wuhan/Hu-1/2019	ncov	EPI_ISL_402125	MN908947	2019-12-26	Asia	China	Hubei	Wuhan	Asia	China	Hubei	genome	29903	Human	?	?	unknown	National Institute for Communicable Disease Control and Prevention (ICDC) Chinese Center for Disease Control and Prevention (China CDC)	Zhang et al	https://www.gisaid.org	?	2020-01-12
mink/Netherlands/NB01_01KS/2020	ncov	?	MT457390	2020-04-29	Europe	Netherlands	Netherlands		Europe	Netherlands	Netherlands	genome	29746	Mustela lutreola	?	?	?	?	van der Poel et al	https://www.ncbi.nlm.nih.gov/nuccore/MT457390	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/mink/NED/NB01_01KS/2020, complete genome	2020-05-12
mink/Netherlands/NB02_06KS/2020	ncov	?	MT457395	2020-04-29	Europe	Netherlands	Netherlands		Europe	Netherlands	Netherlands	genome	29878	Mustela lutreola	?	?	?	?	van der Poel et al	https://www.ncbi.nlm.nih.gov/nuccore/MT457395	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/mink/NED/NB02_06KS/2020, complete genome	2020-05-12
